t_es,t_via,via,civ,cod_via,zd,sup_alt,sup_lav
Parrucchiere per Uomo;Parrucchiere per Donna;Parrucchiere per Uomo,Via,AUGUSTO OSIMO,3,4303,4,4.0,31.0
Acconciatore,Via,GIOVANNI BATTISTA CASSINIS,23,4309,4,6.0,37.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,GIOVANNI BATTISTA CASSINIS,23,4309,4,26.5,48.5
Acconciatore,Via,FRA RICCARDO PAMPURI,3,4322,5,6.0,26.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,FRA RICCARDO PAMPURI,7,4322,5,26.5,26.0
Parrucchiere per Donna,Via,SAN BERNARDO,32,4351,5,4.0,31.0
Parrucchiere per Donna;Tipo A - Estetica Manuale,Via,ETTORE BUGATTI,1,4353,5,11.0,50.0
Acconciatore;Tipo A - Estetica Manuale,Via,ETTORE BUGATTI,9,4353,5,3.0,44.0
Parrucchiere per Donna,Via,FRATELLI FRASCHINI,2,4355,5,10.0,26.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,FRATELLI FRASCHINI,2,4355,5,26.5,48.5
Parrucchiere per Donna,Via,MONTE POPERA,9,4365,4,4.0,34.0
Tipo A - Estetica Manuale,Via,MONTE CENGIO,11,4366,4,8.0,45.0
Acconciatore,Via,MONTE CENGIO,3,4366,4,6.0,50.0
Parrucchiere per Donna,Via,FREIKOFEL,10,4367,4,4.0,40.0
Parrucchiere per Uomo,Via,MONTE PALOMBINO,4,4368,4,5.0,14.0
Parrucchiere per Donna,Via,MONTE PALOMBINO,8,4368,4,4.0,41.0
Parrucchiere per Uomo,Via,BUSSETO,2,4372,4,5.0,16.0
Acconciatore,Via,BRUNO CASSINARI,1,4386,4,6.0,55.0
Tipo A - Estetica Manuale,Via,BRUNO CASSINARI,11,4386,4,8.0,45.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,ANDREA E PIETRO CASCELLA,8,4387,4,26.5,60.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,GIOVANNI BATTISTA BOERI,11,5083,5,26.5,48.5
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Piazza,DEL ROSARIO,1,5088,6,26.5,48.5
Parrucchiere per Donna,Via,OLONA,12,5090,1,3.0,84.0
Parrucchiere per Donna,Piazza,SANT'AGOSTINO,2,5091,1,4.0,41.0
Parrucchiere per Donna,Piazza,SANT'AGOSTINO,24,5091,1,4.0,31.0
Parrucchiere per Uomo,Via,ARIBERTO DA INTIMIANO,19,5092,1,5.0,14.0
Tipo A - Estetica Manuale,Via,AUSONIO,16,5093,1,8.0,45.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,AUSONIO,26,5093,1,26.5,48.5
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,AUSONIO,4,5093,1,26.5,48.5
Parrucchiere per Donna,Via,CARROCCIO,3,5094,1,4.0,46.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,CARROCCIO,6,5094,1,26.5,48.5
Esecuzione di Tatuaggi e Piercing,Viale,PAPINIANO,22A,5097,1,25.0,39.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Viale,PAPINIANO,38,5097,1,26.5,42.0
Parrucchiere per Donna,Viale,PAPINIANO,57,5097,1,4.0,31.0
Acconciatore,Via,SAN VINCENZO,1,5098,1,6.0,21.0
Acconciatore,Via,SAN VINCENZO,20,5098,1,6.0,30.0
Tipo A - Estetica Manuale,Via,SAN VINCENZO,20,5098,1,8.0,45.0
Tipo B - Centro di Abbronzatura;Acconciatore;Tipo A - Estetica Manuale,Galleria,UNIONE,1,510,1,16.0,70.0
Tipo B - Centro di Abbronzatura;Tipo A - Estetica Manuale,Galleria,UNIONE,3,510,1,30.0,90.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Galleria,UNIONE,4,510,1,26.5,48.5
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Galleria,UNIONE,5,510,1,26.5,40.0
Tipo A - Estetica Manuale,Via,SAN CALOCERO,2,5100,1,8.0,45.0
Tipo A - Estetica Manuale;Acconciatore,Via,CESARE DA SESTO,18,5101,1,10.0,40.0
Acconciatore,Via,CESARE DA SESTO,20,5101,1,6.0,29.0
Parrucchiere per Uomo;Tipo A - Estetica Manuale,Via,CESARE DA SESTO,22,5101,1,10.0,31.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,CESARE DA SESTO,23,5101,1,26.5,54.0
Parrucchiere per Donna,Via,CESARE DA SESTO,8,5101,1,4.0,24.0
Tipo A - Estetica Manuale,Piazzale,ANTONIO CANTORE,12,5103,6,8.0,25.0
Parrucchiere per Donna,Piazzale,ANTONIO CANTORE,4,5103,1,6.0,32.0
Parrucchiere per Donna,Via,BOBBIO,2,5107,6,15.0,40.0
Parrucchiere per Uomo,Viale,CONI ZUGNA,10,5110,7,9.0,46.0
Tipo A - Estetica Manuale,Viale,CONI ZUGNA,14,5110,7,8.0,57.0
Parrucchiere per Donna,Viale,CONI ZUGNA,37,5110,1,4.0,40.0
Parrucchiere per Uomo,Viale,CONI ZUGNA,39,5110,1,5.0,20.5
Tipo A - Estetica Manuale;Esecuzione di Tatuaggi e Piercing,Viale,CONI ZUGNA,4,5110,7,33.0,81.0
Parrucchiere per Uomo,Viale,CONI ZUGNA,57,5110,1,5.0,16.0
Parrucchiere per Donna,Viale,CONI ZUGNA,58,5110,6,4.0,70.0
Tipo A - Estetica Manuale,Viale,CONI ZUGNA,6,5110,7,8.0,90.0
Tipo A - Estetica Manuale,Viale,CONI ZUGNA,63,5110,1,8.0,15.0
Tipo A - Estetica Manuale,Viale,CONI ZUGNA,7,5110,1,8.0,45.0
Parrucchiere per Donna,Via,ANDREA SOLARI,1,5111,6,4.0,50.0
Tipo A - Estetica Manuale;Tipo C - Trattamenti Estetici Dimagrimento;Tipo B - Centro di Abbronzatura,Via,ANDREA SOLARI,12,5111,6,2.5,49.0
Acconciatore,Via,ANDREA SOLARI,15,5111,6,6.0,37.0
Parrucchiere per Uomo;Parrucchiere per Donna,Via,ANDREA SOLARI,23,5111,6,6.0,24.0
Parrucchiere per Donna,Via,ANDREA SOLARI,3,5111,6,4.0,30.0
Parrucchiere per Donna,Via,ANDREA SOLARI,40,5111,6,4.0,31.0
Parrucchiere per Uomo,Via,ANDREA SOLARI,41,5111,6,5.0,32.0
Acconciatore,Via,ANDREA SOLARI,43,5111,6,6.0,54.0
Parrucchiere per Donna,Via,ANDREA SOLARI,48,5111,6,4.0,30.0
Acconciatore,Corso,CRISTOFORO COLOMBO,8,5114,6,6.0,41.0
Acconciatore,Corso,CRISTOFORO COLOMBO,9,5114,6,6.0,25.0
Acconciatore;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,MORTARA,5,5115,6,20.0,70.0
Acconciatore;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,VIGEVANO,1,5116,6,20.0,80.0
Parrucchiere per Uomo,Via,VIGEVANO,14,5116,6,5.0,20.5
Acconciatore,Via,VIGEVANO,20,5116,6,6.0,31.0
Tipo A - Estetica Manuale;Tipo D - Estetica Apparati Elettromeccanici;Tipo C - Trattamenti Estetici Dimagrimento,Via,VIGEVANO,3,5116,6,13.0,40.0
Parrucchiere per Donna,Via,VIGEVANO,45,5116,6,4.0,64.0
Esecuzione di Tatuaggi e Piercing,Via,VIGEVANO,7,5116,6,25.0,39.0
Parrucchiere per Donna,Piazzale,STAZIONE DI PORTA GENOVA,2,5120,6,4.0,40.0
Centro Massaggi,Via,VALENZA,5,5121,6,20.0,60.0
Parrucchiere per Uomo,Via,SAVONA,13,5122,6,5.0,30.0
Parrucchiere per Uomo,Via,SAVONA,14,5122,6,5.0,20.5
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,SAVONA,20,5122,6,26.5,48.5
Parrucchiere per Donna,Via,SAVONA,45,5122,6,4.0,31.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,SAVONA,59,5122,6,26.5,22.0
Parrucchiere per Uomo;Parrucchiere per Donna,Via,SAVONA,61,5122,6,6.0,60.0
Parrucchiere per Donna,Via,SAVONA,80,5122,6,4.0,31.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,SAVONA,80,5122,6,26.5,50.0
Acconciatore,Via,BERGOGNONE,31,5130,6,6.0,37.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,BERGOGNONE,31,5130,6,26.5,48.5
Tipo A - Estetica Manuale;Tipo C - Trattamenti Estetici Dimagrimento;Tipo B - Centro di Abbronzatura,Via,BERGOGNONE,43,5130,6,2.5,16.0
Acconciatore,Via,BERGOGNONE,9,5130,6,6.0,16.0
Acconciatore,Piazza,NAPOLI,19,5131,6,6.0,25.0
Tipo A - Estetica Manuale;Tipo C - Trattamenti Estetici Dimagrimento,Piazza,NAPOLI,2,5131,6,2.0,51.0
Tipo A - Estetica Manuale,Piazza,NAPOLI,31,5131,6,8.0,45.0
Parrucchiere per Donna,Piazza,NAPOLI,7,5131,6,4.0,31.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Piazza,NAPOLI,7,5131,6,26.5,48.5
Parrucchiere per Uomo,Via,LORENTEGGIO,124,5132,6,9.0,54.0
Parrucchiere per Donna,Via,LORENTEGGIO,141,5132,6,17.0,25.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,LORENTEGGIO,143,5132,6,26.5,48.5
Parrucchiere per Donna,Via,LORENTEGGIO,157,5132,6,4.0,31.0
Acconciatore,Via,LORENTEGGIO,163,5132,6,6.0,36.0
Acconciatore,Via,LORENTEGGIO,174,5132,6,6.0,37.0
Parrucchiere per Donna,Via,LORENTEGGIO,181,5132,6,4.0,31.0
Parrucchiere per Donna,Via,LORENTEGGIO,201,5132,6,6.0,15.0
Parrucchiere per Uomo,Via,LORENTEGGIO,234,5132,6,13.0,19.0
Parrucchiere per Donna,Via,LORENTEGGIO,236,5132,6,3.0,30.0
Parrucchiere per Uomo,Via,LORENTEGGIO,30,5132,6,3.0,14.0
Parrucchiere per Uomo;Parrucchiere per Donna,Via,LORENTEGGIO,38,5132,6,8.0,20.0
Acconciatore,Via,LORENTEGGIO,43,5132,6,3.0,35.0
Acconciatore,Via,LORENTEGGIO,62,5132,6,6.0,26.0
Parrucchiere per Uomo,Via,LEONE TOLSTOI,17,5133,6,6.0,16.0
Parrucchiere per Donna,Via,LEONE TOLSTOI,31,5133,6,4.0,26.0
Parrucchiere per Donna;Tipo A - Estetica Manuale,Via,LEONE TOLSTOI,37,5133,6,11.0,38.0
Parrucchiere per Donna,Via,LEONE TOLSTOI,40,5133,6,4.0,40.0
Parrucchiere per Uomo,Via,LEONE TOLSTOI,53,5133,6,5.0,71.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,LEONE TOLSTOI,70,5133,6,26.5,48.5
Parrucchiere per Uomo;Parrucchiere per Donna,Via,TITO VIGNOLI,37,5134,6,6.0,23.0
Parrucchiere per Donna,Via,TITO VIGNOLI,42,5134,6,9.0,42.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,TITO VIGNOLI,53,5134,6,26.5,48.5
Parrucchiere per Uomo,Via,ENRICO STENDHAL,57,5135,6,5.0,20.5
Acconciatore,Via,GIAMBELLINO,110,5136,6,5.0,34.0
Centro Massaggi,Via,GIAMBELLINO,110,5136,6,1.0,30.0
Centro Massaggi,Via,GIAMBELLINO,128,5136,6,17.0,40.0
Acconciatore,Via,GIAMBELLINO,130,5136,6,6.0,42.0
Acconciatore,Via,GIAMBELLINO,15,5136,6,5.0,32.0
Acconciatore,Via,GIAMBELLINO,150,5136,6,6.0,46.0
Tipo A - Estetica Manuale;Tipo D - Estetica Apparati Elettromeccanici;Tipo C - Trattamenti Estetici Dimagrimento,Via,GIAMBELLINO,41,5136,6,13.0,40.0
Centro Massaggi,Via,GIAMBELLINO,42,5136,6,14.0,65.0
Tipo B - Centro di Abbronzatura;Acconciatore;Tipo A - Estetica Manuale,Via,GIAMBELLINO,5,5136,6,16.0,66.0
Parrucchiere per Uomo;Parrucchiere per Donna;Parrucchiere per Uomo,Via,GIAMBELLINO,50,5136,6,3.0,31.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,GIAMBELLINO,64,5136,6,26.5,42.0
Acconciatore,Via,GIAMBELLINO,71,5136,6,6.0,30.0
Parrucchiere per Donna,Via,VESPRI SICILIANI,13,5137,6,24.0,19.0
Parrucchiere per Donna,Via,VESPRI SICILIANI,30,5137,6,4.0,41.0
Tipo A - Estetica Manuale,Via,VESPRI SICILIANI,90,5137,6,8.0,9.0
Tipo A - Estetica Manuale,Via,MASSIMO GORKI,10,5139,6,8.0,45.0
Parrucchiere per Donna,Viale,CARLO TROYA,2,5140,6,9.0,18.0
Acconciatore,Viale,CARLO TROYA,4,5140,6,6.0,70.0
Parrucchiere per Uomo,Viale,CARLO TROYA,8,5140,6,5.0,20.5
Tipo A - Estetica Manuale,Alzaia,NAVIGLIO GRANDE,146,5144,6,8.0,45.0
Parrucchiere per Donna,Alzaia,NAVIGLIO GRANDE,34,5144,6,12.0,21.0
Parrucchiere per Uomo,Via,EUGENIO VILLORESI,1,5145,6,9.0,22.0
Parrucchiere per Donna,Via,EUGENIO VILLORESI,28,5145,6,4.0,32.0
Parrucchiere per Donna,Via,EUGENIO VILLORESI,3,5145,6,4.0,22.0
Acconciatore;Tipo A - Estetica Manuale,Via,EUGENIO VILLORESI,4,5145,6,3.0,70.0
Parrucchiere per Donna,Via,ELIA LOMBARDINI,12,5146,6,4.0,40.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,ELIA LOMBARDINI,4,5146,6,26.5,48.5
Tipo A - Estetica Manuale,Ripa,DI PORTA TICINESE,103,5150,6,8.0,45.0
Parrucchiere per Donna,Ripa,DI PORTA TICINESE,107,5150,6,4.0,33.0
Centro Massaggi,Ripa,DI PORTA TICINESE,129,5150,6,14.0,44.0
Parrucchiere per Uomo,Ripa,DI PORTA TICINESE,27,5150,6,5.0,16.0
Tipo A - Estetica Manuale,Ripa,DI PORTA TICINESE,33,5150,6,8.0,55.0
Parrucchiere per Donna,Ripa,DI PORTA TICINESE,9,5150,6,4.0,31.0
Acconciatore,Via,FILIPPO ARGELATI,1,5152,6,6.0,37.0
Parrucchiere per Donna,Via,EMILIO GOLA,1,5154,6,4.0,16.0
Parrucchiere per Uomo,Viale,GORIZIA,12,5156,6,5.0,18.0
Tipo A - Estetica Manuale,Via,GIUSEPPE MAZZINI,12,516,1,8.0,30.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,GIUSEPPE MAZZINI,15,516,1,26.5,48.5
Acconciatore;Tipo A - Estetica Manuale,Via,GIUSEPPE MAZZINI,16,516,1,3.0,55.0
Tipo A - Estetica Manuale,Via,GIUSEPPE MAZZINI,20,516,1,8.0,45.0
Parrucchiere per Uomo,Alzaia,NAVIGLIO PAVESE,106,5161,5,5.0,20.5
Acconciatore,Alzaia,NAVIGLIO PAVESE,52,5161,6,2.0,12.0
Parrucchiere per Uomo,Alzaia,NAVIGLIO PAVESE,8,5161,6,5.0,26.0
Tipo A - Estetica Manuale;Tipo C - Trattamenti Estetici Dimagrimento,Alzaia,NAVIGLIO PAVESE,8,5161,6,2.0,35.5
Parrucchiere per Uomo,Corso,GENOVA,11,5164,1,3.0,17.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Corso,GENOVA,25,5164,1,26.5,48.5
Tipo B - Centro di Abbronzatura;Tipo A - Estetica Manuale;Parrucchiere per Donna,Corso,GENOVA,4,5164,1,14.0,36.0
Tipo A - Estetica Manuale;Tipo C - Trattamenti Estetici Dimagrimento;Tipo B - Centro di Abbronzatura,Via,MARCO D'OGGIONO,10,5166,1,2.5,55.0
Parrucchiere per Donna,Via,MARCO D'OGGIONO,2,5166,1,4.0,31.0
Centro Massaggi,Via,GAUDENZIO FERRARI,12,5167,1,14.0,35.0
Parrucchiere per Donna,Via,SIMONETTA CICCO,17,5168,1,4.0,31.0
Parrucchiere per Uomo,Via,GALEAZZO ALESSI,11,5169,1,5.0,20.5
Centro Massaggi,Viale,GABRIELE D'ANNUNZIO,1,5170,1,14.0,29.0
Acconciatore,Viale,GABRIELE D'ANNUNZIO,25,5170,1,6.0,15.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Viale,GABRIELE D'ANNUNZIO,3,5170,1,26.5,48.5
Acconciatore,Via,TRINCEA DELLE FRASCHE,1,5173,5,6.0,56.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,TRINCEA DELLE FRASCHE,1,5173,5,26.5,48.5
Parrucchiere per Uomo,Via,GIUSEPPE CODARA,1,5174,6,5.0,20.5
Parrucchiere per Donna;Tipo A - Estetica Manuale,Via,SPADARI,3,518,1,11.0,89.0
Parrucchiere per Donna,Via,CONCA DEL NAVIGLIO,5,5180,1,14.0,21.0
Parrucchiere per Uomo;Parrucchiere per Donna,Via,ARENA,35,5182,1,6.0,30.5
Acconciatore,Via,VETERE,9,5185,1,6.0,25.0
Acconciatore,Via,VETTABBIA,1,5187,1,8.0,17.0
Acconciatore;Tipo A - Estetica Manuale,Via,SANTA CROCE,1,5188,1,3.0,35.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,SAMBUCO,7,5189,1,26.5,48.5
Acconciatore,Via,COSIMO DEL FANTE,6,5192,1,6.0,37.0
Acconciatore,Via,SAN LUCA,4,5193,1,6.0,37.0
Parrucchiere per Uomo,Viale,GIAN GALEAZZO,6,5196,5,5.0,20.0
Parrucchiere per Uomo,Via,COSSERIA,1,5197,5,5.0,16.0
Parrucchiere per Donna,Viale,COL DI LANA,1,5198,5,4.0,54.0
Tipo A - Estetica Manuale,Viale,COL DI LANA,1,5198,5,8.0,45.0
Acconciatore,Viale,COL DI LANA,2,5198,5,8.0,25.0
Acconciatore,Viale,COL DI LANA,5,5198,5,6.0,40.0
Acconciatore;Tipo A - Estetica Manuale,Viale,COL DI LANA,7A,5198,5,3.0,27.0
Centro Massaggi,Via,PIETRO CUSTODI,10,5199,5,14.0,35.0
Tipo A - Estetica Manuale,Via,FALCONE,5,520,1,8.0,40.0
Parrucchiere per Uomo,Via,FALCONE,7,520,1,5.0,20.5
Parrucchiere per Donna,Via,ASCANIO SFORZA,81,5201,5,4.0,31.0
Parrucchiere per Uomo,Corso,SAN GOTTARDO,11,5203,5,15.0,25.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Corso,SAN GOTTARDO,14,5203,5,26.5,48.5
Parrucchiere per Donna;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Corso,SAN GOTTARDO,20,5203,5,16.5,47.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Corso,SAN GOTTARDO,26,5203,5,26.5,49.0
Tipo A - Estetica Manuale,Corso,SAN GOTTARDO,28,5203,5,8.0,56.0
Acconciatore;Tipo A - Estetica Manuale,Corso,SAN GOTTARDO,34,5203,5,3.0,20.0
Acconciatore;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Corso,SAN GOTTARDO,5,5203,5,20.0,70.0
Acconciatore,Via,GIUSEPPE LAGRANGE,1,5205,5,6.0,37.0
Tipo A - Estetica Manuale,Via,GIUSEPPE LAGRANGE,1,5205,5,8.0,45.0
Parrucchiere per Uomo,Via,GIUSEPPE LAGRANGE,13,5205,5,5.0,13.0
Parrucchiere per Donna,Via,GIUSEPPE LAGRANGE,15,5205,5,8.0,24.0
Parrucchiere per Donna,Via,GIUSEPPE LAGRANGE,3,5205,5,4.0,20.0
Parrucchiere per Donna,Via,BALILLA,14,5207,5,18.0,20.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,DELL'UNIONE,1,521,1,26.5,48.5
Parrucchiere per Donna,Via,DELL'UNIONE,4,521,1,4.0,48.0
Acconciatore;Tipo A - Estetica Manuale,Via,COL MOSCHIN,1,5211,5,3.0,55.0
Acconciatore,Via,BAINSIZZA,2,5213,5,6.0,37.0
Tipo A - Estetica Manuale,Via,BAINSIZZA,2,5213,5,8.0,28.0
Parrucchiere per Donna,Via,BARI,11E,5218,6,14.0,28.0
Parrucchiere per Uomo;Parrucchiere per Donna,Via,BARI,2,5218,6,6.0,25.0
Parrucchiere per Donna,Via,DEGLI ARCIMBOLDI,4,522,1,1.0,16.0
Parrucchiere per Uomo,Via,ODOARDO TABACCHI,3,5223,5,3.0,21.0
Acconciatore,Via,ANTONIO TANTARDINI,8,5224,5,6.0,37.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,LUDOVICO LAZZARO ZAMENHOF,19,5226,5,26.5,99.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,LUDOVICO LAZZARO ZAMENHOF,2,5226,5,26.5,48.5
Parrucchiere per Donna,Viale,TIBALDI,17,5234,5,2.0,26.0
Tipo A - Estetica Manuale,Viale,TIBALDI,20,5234,5,8.0,45.0
Tipo A - Estetica Manuale,Viale,TIBALDI,24,5234,5,8.0,45.0
Parrucchiere per Donna,Viale,TIBALDI,48,5234,5,4.0,53.0
Parrucchiere per Uomo,Viale,TIBALDI,66,5234,5,5.0,20.5
Parrucchiere per Uomo,Viale,TIBALDI,8,5234,5,5.0,17.0
Tipo A - Estetica Manuale,Via,MARIO PICHI,3,5236,6,8.0,35.0
Acconciatore,Via,GIOSUE' BORSI,2,5237,6,6.0,40.0
Acconciatore,Via,CARLO ROBERTO DARWIN,17,5238,6,6.0,25.0
Tipo A - Estetica Manuale,Via,CONCHETTA,19,5239,5,8.0,45.0
Parrucchiere per Donna,Via,CONCHETTA,4,5239,5,4.0,32.0
Parrucchiere per Donna,Via,EVANGELISTA TORRICELLI,10,5240,5,4.0,26.0
Parrucchiere per Uomo,Via,EVANGELISTA TORRICELLI,21,5240,5,2.0,16.0
Centro Massaggi,Via,EVANGELISTA TORRICELLI,3,5240,5,14.0,49.0
Acconciatore,Via,EVANGELISTA TORRICELLI,9,5240,5,6.0,29.0
Parrucchiere per Donna,Via,VINCENZO BRUNACCI,10,5241,5,4.0,40.0
Parrucchiere per Donna,Via,GIUSEPPE MEDA,15,5242,5,4.0,18.0
Acconciatore,Via,GIUSEPPE MEDA,17,5242,5,6.0,37.0
Acconciatore,Via,GIUSEPPE MEDA,33,5242,5,6.0,45.0
Parrucchiere per Donna,Via,GIUSEPPE MEDA,33A,5242,5,4.0,29.0
Acconciatore;Tipo A - Estetica Manuale,Via,GIUSEPPE MEDA,34,5242,5,3.0,48.0
Tipo A - Estetica Manuale,Via,GIUSEPPE MEDA,35,5242,5,8.0,45.0
Acconciatore,Via,GIUSEPPE MEDA,38,5242,5,6.0,37.0
Centro Massaggi,Via,GIUSEPPE MEDA,38,5242,5,14.0,63.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,GIUSEPPE MEDA,52,5242,5,26.5,80.0
Acconciatore,Via,GIUSEPPE MEDA,53,5242,5,6.0,40.0
Acconciatore,Via,GIUSEPPE MEDA,55,5242,5,6.0,30.0
Acconciatore,Via,GIUSEPPE MEDA,57,5242,5,6.0,43.0
Acconciatore,Via,GIUSEPPE MEDA,6,5242,5,6.0,25.0
Acconciatore,Via,GIUSEPPE MEDA,7,5242,5,6.0,30.0
Centro Massaggi,Via,FRANCESCO BRIOSCHI,44,5243,5,14.0,99.0
Tipo A - Estetica Manuale,Via,FRANCESCO BRIOSCHI,52,5243,5,8.0,45.0
Tipo A - Estetica Manuale,Via,FRANCESCO BRIOSCHI,92,5243,5,8.0,31.0
Parrucchiere per Uomo,Via,FRANCESCO BRIOSCHI,93,5243,5,5.0,18.0
Acconciatore,Via,GIOVANNI PEZZOTTI,19,5244,5,6.0,63.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,GIOVANNI PEZZOTTI,19,5244,5,26.5,48.5
Parrucchiere per Uomo,Via,GIOVANNI PEZZOTTI,46,5244,5,6.0,27.0
Tipo A - Estetica Manuale,Via,GIOVANNI PEZZOTTI,54,5244,5,8.0,45.0
Parrucchiere per Uomo,Via,GIOVANNI PEZZOTTI,55,5244,5,5.0,20.5
Parrucchiere per Donna,Via,PIERO PREDA,2,5245,5,4.0,31.0
Parrucchiere per Donna,Via,PIETRO POMPONAZZI,4,5246,5,4.0,30.0
Acconciatore;Tipo A - Estetica Manuale,Via,PIETRO POMPONAZZI,9,5246,5,3.0,61.0
Acconciatore,Via,RUGGERO BONGHI,12,5247,5,6.0,40.0
Parrucchiere per Donna,Via,RUGGERO BONGHI,16,5247,5,1.0,36.0
Tipo A - Estetica Manuale;Tipo C - Trattamenti Estetici Dimagrimento;Tipo B - Centro di Abbronzatura,Via,RUGGERO BONGHI,9,5247,5,2.5,55.0
Parrucchiere per Donna,Via,GIULIO CARCANO,4,5248,5,1.0,34.0
Tipo A - Estetica Manuale,Piazza,GIUSEPPE MISSORI,3,525,1,8.0,73.0
Parrucchiere per Donna,Via,SANT'AMPELLIO,16,5253,5,10.0,16.0
Parrucchiere per Uomo,Piazza,FRANCESCO CARRARA,21,5258,5,5.0,20.5
Tipo A - Estetica Manuale,Corso,ITALIA,11,526,1,24.0,84.0
Parrucchiere per Donna,Corso,ITALIA,35,526,1,4.0,29.0
Acconciatore,Corso,ITALIA,36,526,1,6.0,57.0
Tipo A - Estetica Manuale,Corso,ITALIA,43,526,1,8.0,45.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Corso,ITALIA,46,526,1,26.5,45.0
Tipo B - Centro di Abbronzatura;Acconciatore;Tipo A - Estetica Manuale,Corso,ITALIA,6,526,1,16.0,68.0
Acconciatore,Viale,GIOVANNI DA CERMENATE,24,5261,5,6.0,37.0
Parrucchiere per Uomo,Viale,GIOVANNI DA CERMENATE,35A,5261,5,5.0,29.0
Parrucchiere per Donna,Viale,GIOVANNI DA CERMENATE,37,5261,5,4.0,31.0
Parrucchiere per Donna,Viale,GIOVANNI DA CERMENATE,45,5261,5,4.0,35.0
Acconciatore,Via,PAVIA,6/2,5262,5,6.0,37.0
Tipo A - Estetica Manuale,Viale,LIGURIA,35,5264,6,8.0,45.0
Parrucchiere per Donna,Viale,LIGURIA,48,5264,6,4.0,34.0
Parrucchiere per Uomo;Tipo A - Estetica Manuale,Viale,LIGURIA,50,5264,6,10.0,30.0
Acconciatore;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,BORDIGHERA,22,5265,5,20.0,48.0
Parrucchiere per Donna,Via,IMPERIA,11,5266,5,4.0,17.0
Tipo A - Estetica Manuale,Via,RIMINI,2,5267,5,8.0,45.0
Parrucchiere per Donna,Via,RIMINI,23,5267,6,4.0,41.0
Parrucchiere per Donna,Via,RIMINI,5,5267,5,4.0,31.0
Acconciatore;Tipo A - Estetica Manuale,Via,ACHILLE MAURI,4,527,1,3.0,55.0
Parrucchiere per Donna,Piazza,SERAFINO BELFANTI,2,5270,6,16.0,29.0
Parrucchiere per Donna,Via,CARLO TORRE,45,5271,6,4.0,31.0
Parrucchiere per Uomo,Via,CARLO D'ADDA,1,5272,6,2.0,16.0
Acconciatore,Via,CARLO D'ADDA,13,5272,6,12.0,12.0
Acconciatore,Via,CARLO D'ADDA,1A,5272,6,9.0,30.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,CARLO D'ADDA,2,5272,6,26.5,48.5
